causa_def|base_code|cod_group
P368|P36|Amenable to medical services
L108|L10|Residual causes
C091|C09|Residual causes
I635|I63|Amenable to medical services
A418|A41|Amenable to medical services
J680|J68|Amenable to medical services
M608|M60|Residual causes
P501|P50|Amenable to medical services
Q771|Q77|Residual causes
O996|O99|Amenable to medical services
O009|O00|Amenable to medical services
A529|A52|Amenable to medical services
C716|C71|Residual causes
K518|K51|Residual causes
K668|K66|Residual causes
D180|D18|Residual causes
O266|O26|Amenable to medical services
C927|C92|Amenable to medical services
D011|D01|Residual causes
J61X|J61|Amenable to medical services
D759|D75|Residual causes
C311|C31|Residual causes
D508|D50|Residual causes
H669|H66|Residual causes
P289|P28|Amenable to medical services
C845|C84|Residual causes
V130|V13|Road traffic accidents
K567|K56|Residual causes
J852|J85|Amenable to medical services
A188|A18|Amenable to medical services
W778|W77|Residual causes
D142|D14|Residual causes
F142|F14|Residual causes
M818|M81|Residual causes
D433|D43|Residual causes
B204|B20|Residual causes
J981|J98|Amenable to medical services
C940|C94|Amenable to medical services
X859|X85|Homicides
Y149|Y14|Residual causes
X915|X91|Homicides
K413|K41|Amenable to medical services
R570|R57|Residual causes
V689|V68|Road traffic accidents
O994|O99|Amenable to medical services
C729|C72|Residual causes
O720|O72|Amenable to medical services
G939|G93|Residual causes
M625|M62|Residual causes
K449|K44|Amenable to medical services
I672|I67|Amenable to medical services
E441|E44|Residual causes
C925|C92|Amenable to medical services
E859|E85|Residual causes
P021|P02|Amenable to medical services
Q874|Q87|Residual causes
Q439|Q43|Residual causes
D849|D84|Residual causes
K299|K29|Residual causes
I859|I85|Residual causes
C830|C83|Residual causes
A180|A18|Amenable to medical services
R578|R57|Residual causes
Q601|Q60|Residual causes
K269|K26|Amenable to medical services
M45X|M45|Residual causes
Q431|Q43|Residual causes
B207|B20|Residual causes
I313|I31|Residual causes
H409|H40|Residual causes
E849|E84|Residual causes
X310|X31|Residual causes
C763|C76|Residual causes
Q391|Q39|Residual causes
C410|C41|Residual causes
I748|I74|Residual causes
K803|K80|Amenable to medical services
J684|J68|Amenable to medical services
F112|F11|Residual causes
Q819|Q81|Residual causes
M844|M84|Residual causes
K551|K55|Residual causes
W798|W79|Residual causes
K752|K75|Residual causes
G910|G91|Residual causes
K921|K92|Residual causes
W224|W22|Residual causes
W780|W78|Residual causes
W774|W77|Residual causes
X744|X74|Residual causes
W732|W73|Residual causes
Q423|Q42|Residual causes
V680|V68|Road traffic accidents
X728|X72|Residual causes
X489|X48|Residual causes
V093|V09|Road traffic accidents
X680|X68|Residual causes
Q992|Q99|Residual causes
V296|V29|Road traffic accidents
M198|M19|Residual causes
G001|G00|Residual causes
Q256|Q25|Amenable to medical services
X670|X67|Residual causes
C160|C16|Amenable to medical services
Q458|Q45|Residual causes
N732|N73|Residual causes
Y309|Y30|Residual causes
N322|N32|Residual causes
K732|K73|Residual causes
P548|P54|Amenable to medical services
I340|I34|Residual causes
P525|P52|Amenable to medical services
D375|D37|Residual causes
B220|B22|Residual causes
Y039|Y03|Homicides
A829|A82|Residual causes
Q283|Q28|Amenable to medical services
X468|X46|Residual causes
W675|W67|Residual causes
W314|W31|Residual causes
V596|V59|Road traffic accidents
I890|I89|Residual causes
V409|V40|Road traffic accidents
Y080|Y08|Homicides
W339|W33|Residual causes
K257|K25|Amenable to medical services
V587|V58|Road traffic accidents
W240|W24|Residual causes
V439|V43|Road traffic accidents
W860|W86|Residual causes
X745|X74|Residual causes
C049|C04|Residual causes
D370|D37|Residual causes
P241|P24|Amenable to medical services
E279|E27|Residual causes
E050|E05|Amenable to medical services
I050|I05|Amenable to medical services
Q798|Q79|Residual causes
I091|I09|Amenable to medical services
P353|P35|Amenable to medical services
V479|V47|Road traffic accidents
C028|C02|Residual causes
Q373|Q37|Residual causes
N760|N76|Residual causes
W178|W17|Residual causes
X210|X21|Residual causes
V134|V13|Road traffic accidents
E114|E11|Diabetes
W739|W73|Residual causes
I498|I49|Residual causes
V798|V79|Road traffic accidents
X702|X70|Residual causes
Q604|Q60|Residual causes
J387|J38|Residual causes
Q613|Q61|Residual causes
M068|M06|Residual causes
E249|E24|Residual causes
X718|X71|Residual causes
X706|X70|Residual causes
C212|C21|Amenable to medical services
B218|B21|Residual causes
W759|W75|Residual causes
X701|X70|Residual causes
Y009|Y00|Homicides
X849|X84|Residual causes
Y084|Y08|Homicides
P288|P28|Amenable to medical services
W737|W73|Residual causes
K221|K22|Residual causes
I426|I42|Residual causes
V194|V19|Road traffic accidents
P120|P12|Amenable to medical services
Y219|Y21|Residual causes
Y069|Y06|Homicides
V913|V91|Road traffic accidents
J068|J06|Amenable to medical services
X488|X48|Residual causes
Y247|Y24|Residual causes
W192|W19|Residual causes
W808|W80|Residual causes
P036|P03|Amenable to medical services
O440|O44|Amenable to medical services
Y238|Y23|Residual causes
V699|V69|Road traffic accidents
X088|X08|Residual causes
C400|C40|Residual causes
B209|B20|Residual causes
Q200|Q20|Amenable to medical services
R104|R10|Residual causes
C172|C17|Residual causes
M489|M48|Residual causes
H540|H54|Residual causes
V902|V90|Road traffic accidents
X992|X99|Homicides
E348|E34|Residual causes
I472|I47|Residual causes
V039|V03|Road traffic accidents
P004|P00|Amenable to medical services
C692|C69|Amenable to medical services
P022|P02|Amenable to medical services
Y838|Y83|Amenable to medical services
W198|W19|Residual causes
J14X|J14|Amenable to medical services
Y324|Y32|Residual causes
K421|K42|Amenable to medical services
W100|W10|Residual causes
N201|N20|Residual causes
V119|V11|Road traffic accidents
Y200|Y20|Residual causes
V040|V04|Road traffic accidents
V888|V88|Road traffic accidents
P351|P35|Amenable to medical services
I632|I63|Amenable to medical services
R961|R96|Residual causes
P159|P15|Amenable to medical services
K359|K35|Amenable to medical services
Q289|Q28|Amenable to medical services
X928|X92|Homicides
W700|W70|Residual causes
N61X|N61|Residual causes
C412|C41|Residual causes
W699|W69|Residual causes
W559|W55|Residual causes
Y883|Y88|Residual causes
J111|J11|Amenable to medical services
X178|X17|Residual causes
X330|X33|Residual causes
V049|V04|Road traffic accidents
W149|W14|Residual causes
V051|V05|Road traffic accidents
J929|J92|Amenable to medical services
Q078|Q07|Residual causes
P744|P74|Amenable to medical services
X689|X68|Residual causes
Y289|Y28|Residual causes
C495|C49|Residual causes
W060|W06|Residual causes
X684|X68|Residual causes
I248|I24|Ischemic Heart Diseases
Y109|Y10|Residual causes
B222|B22|Residual causes
X480|X48|Residual causes
I019|I01|Amenable to medical services
K578|K57|Residual causes
K839|K83|Residual causes
Y264|Y26|Residual causes
Y339|Y33|Residual causes
A084|A08|Amenable to medical services
E42X|E42|Residual causes
Q257|Q25|Amenable to medical services
K560|K56|Residual causes
K36X|K36|Amenable to medical services
G819|G81|Residual causes
G839|G83|Residual causes
B378|B37|Residual causes
Y060|Y06|Homicides
X319|X31|Residual causes
I454|I45|Residual causes
Q359|Q35|Residual causes
I210|I21|Ischemic Heart Diseases
O459|O45|Amenable to medical services
C764|C76|Residual causes
D591|D59|Residual causes
Q348|Q34|Residual causes
D441|D44|Residual causes
A021|A02|Amenable to medical services
K920|K92|Residual causes
E349|E34|Residual causes
Q279|Q27|Amenable to medical services
Y284|Y28|Residual causes
K711|K71|Residual causes
I211|I21|Ischemic Heart Diseases
Q751|Q75|Residual causes
B488|B48|Residual causes
B99X|B99|Residual causes
K628|K62|Residual causes
V189|V18|Road traffic accidents
W139|W13|Residual causes
K820|K82|Residual causes
C109|C10|Residual causes
K900|K90|Residual causes
B699|B69|Amenable to medical services
C902|C90|Residual causes
V459|V45|Road traffic accidents
Y179|Y17|Residual causes
Q031|Q03|Residual causes
X530|X53|Residual causes
N399|N39|Residual causes
Y049|Y04|Homicides
K276|K27|Amenable to medical services
W841|W84|Residual causes
H660|H66|Residual causes
C579|C57|Residual causes
E789|E78|Residual causes
J398|J39|Amenable to medical services
B178|B17|Amenable to medical services
C457|C45|Residual causes
Q264|Q26|Amenable to medical services
K610|K61|Residual causes
Y245|Y24|Residual causes
I456|I45|Residual causes
V749|V74|Road traffic accidents
P590|P59|Amenable to medical services
C321|C32|Residual causes
X934|X93|Homicides
K611|K61|Residual causes
W864|W86|Residual causes
W360|W36|Residual causes
F199|F19|Residual causes
I515|I51|Residual causes
O140|O14|Amenable to medical services
E100|E10|Diabetes
J381|J38|Residual causes
I607|I60|Amenable to medical services
D529|D52|Residual causes
M314|M31|Residual causes
D446|D44|Residual causes
J042|J04|Amenable to medical services
R042|R04|Residual causes
V485|V48|Road traffic accidents
N23X|N23|Residual causes
N308|N30|Residual causes
I601|I60|Amenable to medical services
E232|E23|Residual causes
E711|E71|Residual causes
G958|G95|Residual causes
V498|V49|Road traffic accidents
X840|X84|Residual causes
E143|E14|Diabetes
V139|V13|Road traffic accidents
G98X|G98|Residual causes
K863|K86|Residual causes
W206|W20|Residual causes
C66X|C66|Residual causes
K220|K22|Residual causes
X690|X69|Residual causes
K429|K42|Amenable to medical services
E840|E84|Residual causes
O441|O44|Amenable to medical services
A480|A48|Residual causes
J36X|J36|Residual causes
B49X|B49|Residual causes
C689|C68|Residual causes
I098|I09|Amenable to medical services
W324|W32|Residual causes
X464|X46|Residual causes
W174|W17|Residual causes
W369|W36|Residual causes
E770|E77|Residual causes
B008|B00|Residual causes
C447|C44|Amenable to medical services
W168|W16|Residual causes
W319|W31|Residual causes
K461|K46|Amenable to medical services
J450|J45|Amenable to medical services
X930|X93|Homicides
X442|X44|Residual causes
C829|C82|Residual causes
N138|N13|Residual causes
J188|J18|Amenable to medical services
D333|D33|Residual causes
K719|K71|Residual causes
Y120|Y12|Residual causes
R402|R40|Residual causes
B029|B02|Residual causes
L022|L02|Residual causes
V295|V29|Road traffic accidents
O882|O88|Amenable to medical services
E030|E03|Amenable to medical services
W220|W22|Residual causes
K572|K57|Residual causes
V889|V88|Road traffic accidents
X339|X33|Residual causes
Y159|Y15|Residual causes
V476|V47|Road traffic accidents
G408|G40|Amenable to medical services
C880|C88|Residual causes
G918|G91|Residual causes
D431|D43|Residual causes
W200|W20|Residual causes
O065|O06|Amenable to medical services
O712|O71|Amenable to medical services
C251|C25|Residual causes
D752|D75|Residual causes
K122|K12|Residual causes
D219|D21|Residual causes
Y899|Y89|Residual causes
D199|D19|Residual causes
M311|M31|Residual causes
C942|C94|Amenable to medical services
Y214|Y21|Residual causes
K929|K92|Residual causes
V644|V64|Road traffic accidents
C261|C26|Residual causes
C720|C72|Residual causes
K838|K83|Residual causes
Y269|Y26|Residual causes
A770|A77|Amenable to medical services
Q872|Q87|Residual causes
B349|B34|Residual causes
D371|D37|Residual causes
I212|I21|Ischemic Heart Diseases
K909|K90|Residual causes
G968|G96|Residual causes
I878|I87|Residual causes
D414|D41|Residual causes
L033|L03|Residual causes
D350|D35|Residual causes
P281|P28|Amenable to medical services
Y043|Y04|Homicides
N428|N42|Residual causes
Y144|Y14|Residual causes
P393|P39|Amenable to medical services
C399|C39|Residual causes
C441|C44|Amenable to medical services
C492|C49|Residual causes
I614|I61|Amenable to medical services
K351|K35|Amenable to medical services
K266|K26|Amenable to medical services
E806|E80|Residual causes
E874|E87|Residual causes
Q378|Q37|Residual causes
C498|C49|Residual causes
X782|X78|Residual causes
F123|F12|Residual causes
I849|I84|Residual causes
K315|K31|Residual causes
D159|D15|Residual causes
W204|W20|Residual causes
X694|X69|Residual causes
K828|K82|Residual causes
D763|D76|Residual causes
K280|K28|Residual causes
N058|N05|Amenable to medical services
G935|G93|Residual causes
I808|I80|Residual causes
D648|D64|Residual causes
X970|X97|Homicides
I428|I42|Residual causes
L039|L03|Residual causes
O995|O99|Amenable to medical services
J438|J43|Amenable to medical services
C402|C40|Residual causes
D367|D36|Residual causes
K823|K82|Residual causes
I288|I28|Residual causes
O988|O98|Amenable to medical services
P616|P61|Amenable to medical services
A810|A81|Residual causes
I341|I34|Residual causes
J13X|J13|Amenable to medical services
V209|V20|Road traffic accidents
I301|I30|Residual causes
F104|F10|Residual causes
P614|P61|Amenable to medical services
I740|I74|Residual causes
A305|A30|Residual causes
B59X|B59|Residual causes
C089|C08|Residual causes
C320|C32|Residual causes
K267|K26|Amenable to medical services
V789|V78|Road traffic accidents
V960|V96|Road traffic accidents
C817|C81|Amenable to medical services
M358|M35|Residual causes
A192|A19|Amenable to medical services
V474|V47|Road traffic accidents
I690|I69|Amenable to medical services
J051|J05|Amenable to medical services
D448|D44|Residual causes
N329|N32|Residual causes
X419|X41|Residual causes
C688|C68|Residual causes
D150|D15|Residual causes
I339|I33|Residual causes
I090|I09|Amenable to medical services
Q605|Q60|Residual causes
C718|C71|Residual causes
G838|G83|Residual causes
K626|K62|Residual causes
E121|E12|Diabetes
Y712|Y71|Residual causes
V809|V80|Road traffic accidents
L109|L10|Residual causes
C059|C05|Residual causes
L932|L93|Residual causes
C639|C63|Residual causes
I770|I77|Residual causes
X804|X80|Residual causes
O991|O99|Amenable to medical services
X629|X62|Residual causes
W140|W14|Residual causes
E778|E77|Residual causes
X579|X57|Residual causes
I636|I63|Amenable to medical services
K228|K22|Residual causes
D66X|D66|Residual causes
V579|V57|Road traffic accidents
D479|D47|Residual causes
I495|I49|Residual causes
F063|F06|Residual causes
C785|C78|Residual causes
W858|W85|Residual causes
P031|P03|Amenable to medical services
Y369|Y36|Residual causes
G823|G82|Residual causes
W144|W14|Residual causes
K292|K29|Residual causes
W670|W67|Residual causes
D735|D73|Residual causes
Y038|Y03|Homicides
M809|M80|Residual causes
Q220|Q22|Amenable to medical services
Y024|Y02|Homicides
G951|G95|Residual causes
N028|N02|Amenable to medical services
V435|V43|Road traffic accidents
H108|H10|Residual causes
V874|V87|Road traffic accidents
B010|B01|Residual causes
L100|L10|Residual causes
W188|W18|Residual causes
W791|W79|Residual causes
P211|P21|Amenable to medical services
